6|0|0.886788
8|0|0.896437
4|0|0.905959
19|0|0.881855
28|0|0.903984
3|0|0.898809
14|0|0.908796
11|0|0.890937
22|0|0.905006
32|0|0.886859
21|0|0.911835
15|0|0.904696
25|0|0.905333
5|0|0.911237
29|0|0.918096
12|0|0.890137
20|0|0.916138
7|0|0.892238
1|0|0.952945
24|0|0.895337
27|0|0.903799
18|0|0.93229
16|0|0.919844
23|0|0.893388
31|0|0.911217
26|0|0.904867
10|0|0.856085
30|0|0.908092
17|0|0.91142
13|0|0.912839
2|0|0.922454
9|0|0.872357
4|-1|0.918531
22|-1|0.918069
28|-1|0.917096
6|-1|0.901535
32|-1|0.899837
11|-1|0.905071
3|-1|0.911433
8|-1|0.909079
29|-1|0.930261
19|-1|0.894857
27|-1|0.916156
16|-1|0.933341
14|-1|0.921389
25|-1|0.918215
15|-1|0.91784
12|-1|0.902875
21|-1|0.9244
24|-1|0.908784
5|-1|0.923399
20|-1|0.92896
7|-1|0.905029
17|-1|0.924737
30|-1|0.91993
18|-1|0.943993
31|-1|0.923451
10|-1|0.869071
1|-1|0.964046
26|-1|0.918185
23|-1|0.906583
13|-1|0.926649
9|-1|0.88568
2|-1|0.934037
32|-2|0.912555
29|-2|0.942106
22|-2|0.931582
28|-2|0.930861
4|-2|0.93106
11|-2|0.919266
27|-2|0.926832
12|-2|0.916014
6|-2|0.916924
3|-2|0.926236
20|-2|0.943425
16|-2|0.947895
7|-2|0.918494
14|-2|0.935163
19|-2|0.907102
8|-2|0.920644
24|-2|0.922885
21|-2|0.938201
25|-2|0.932008
15|-2|0.931973
23|-2|0.920468
30|-2|0.933432
10|-2|0.882656
5|-2|0.936509
13|-2|0.941094
31|-2|0.935434
18|-2|0.955018
17|-2|0.938635
26|-2|0.93369
1|-2|0.975657
9|-2|0.899377
2|-2|0.946772
28|-3|0.93652
22|-3|0.935149
32|-3|0.91607
29|-3|0.946251
27|-3|0.928884
7|-3|0.925796
12|-3|0.920704
4|-3|0.936387
16|-3|0.952367
14|-3|0.938988
6|-3|0.921289
11|-3|0.924982
19|-3|0.907802
24|-3|0.927528
31|-3|0.936297
25|-3|0.931263
3|-3|0.935924
8|-3|0.919684
10|-3|0.8874
21|-3|0.946277
18|-3|0.957951
5|-3|0.9432
15|-3|0.935159
30|-3|0.941454
17|-3|0.944509
13|-3|0.944638
1|-3|0.980127
20|-3|0.950842
23|-3|0.924732
26|-3|0.940626
9|-3|0.907828
2|-3|0.954167
22|-4|0.901345
32|-4|0.889222
29|-4|0.925903
12|-4|0.898186
28|-4|0.908372
27|-4|0.904273
14|-4|0.907435
7|-4|0.901721
16|-4|0.923045
6|-4|0.887558
4|-4|0.916164
31|-4|0.906585
21|-4|0.917319
18|-4|0.935942
11|-4|0.901826
8|-4|0.879976
5|-4|0.919518
3|-4|0.911285
15|-4|0.906176
17|-4|0.921566
23|-4|0.902258
25|-4|0.907551
1|-4|0.964017
13|-4|0.910823
19|-4|0.882783
20|-4|0.933895
26|-4|0.917693
30|-4|0.921299
10|-4|0.864339
24|-4|0.896964
9|-4|0.878763
2|-4|0.932852
29|-5|0.807838
12|-5|0.798546
28|-5|0.794143
22|-5|0.772238
16|-5|0.784769
32|-5|0.785224
14|-5|0.789064
4|-5|0.79595
27|-5|0.797242
17|-5|0.790124
26|-5|0.798884
8|-5|0.769169
23|-5|0.787361
31|-5|0.785955
5|-5|0.784883
20|-5|0.810131
7|-5|0.783742
11|-5|0.797896
6|-5|0.762114
19|-5|0.767035
13|-5|0.766723
3|-5|0.785873
30|-5|0.791926
18|-5|0.821439
10|-5|0.779286
24|-5|0.785932
21|-5|0.780759
1|-5|0.844609
15|-5|0.791038
25|-5|0.805164
9|-5|0.764838
2|-5|0.799086
29|-6|0.653796
28|-6|0.63637
12|-6|0.665511
16|-6|0.627979
22|-6|0.607705
27|-6|0.650438
32|-6|0.658971
4|-6|0.646343
14|-6|0.638178
31|-6|0.62689
8|-6|0.627875
11|-6|0.65248
23|-6|0.652878
17|-6|0.626267
20|-6|0.632837
26|-6|0.650775
13|-6|0.61242
18|-6|0.661931
30|-6|0.616278
6|-6|0.617315
5|-6|0.625673
25|-6|0.667833
7|-6|0.642484
19|-6|0.621812
24|-6|0.639417
3|-6|0.636057
15|-6|0.648935
21|-6|0.617493
1|-6|0.655174
10|-6|0.65848
9|-6|0.634971
2|-6|0.636252
12|-7|0.551439
29|-7|0.528473
22|-7|0.496662
27|-7|0.536243
16|-7|0.513361
28|-7|0.522475
4|-7|0.543675
31|-7|0.509692
32|-7|0.56049
14|-7|0.529571
11|-7|0.546034
8|-7|0.53106
7|-7|0.539342
17|-7|0.515931
18|-7|0.537842
26|-7|0.537077
23|-7|0.551807
5|-7|0.511864
6|-7|0.522723
13|-7|0.504835
24|-7|0.5242
19|-7|0.517319
21|-7|0.507307
30|-7|0.499486
3|-7|0.531906
20|-7|0.510696
15|-7|0.530711
25|-7|0.556198
10|-7|0.559846
9|-7|0.533149
1|-7|0.524365
2|-7|0.512848
34|0|0.907786
33|0|0.870498
39|0|0.911654
36|0|0.887957
35|0|0.889554
43|0|0.887534
38|0|0.900759
41|0|0.909713
37|0|0.881702
46|0|0.890818
40|0|0.922878
44|0|0.893445
48|0|0.90719
45|0|0.916237
49|0|0.87663
42|0|0.888105
50|0|0.89548
54|0|0.908385
58|0|0.89574
56|0|0.907768
55|0|0.911989
51|0|0.892523
53|0|0.907439
47|0|0.927709
52|0|0.907096
57|0|0.881825
60|0|0.9149
59|0|0.895816
62|0|0.909064
61|0|0.92675
63|0|0.897544
64|0|0.899188
34|-1|0.920838
39|-1|0.924464
33|-1|0.883062
36|-1|0.901055
37|-1|0.894324
35|-1|0.903062
38|-1|0.913067
43|-1|0.901457
41|-1|0.923596
46|-1|0.903874
48|-1|0.920951
45|-1|0.930342
44|-1|0.905759
40|-1|0.936177
50|-1|0.909438
58|-1|0.909872
56|-1|0.920982
55|-1|0.925603
51|-1|0.904962
42|-1|0.900915
49|-1|0.890187
59|-1|0.909683
54|-1|0.92214
53|-1|0.919908
60|-1|0.92681
52|-1|0.920317
47|-1|0.940276
57|-1|0.894563
63|-1|0.91177
61|-1|0.938959
62|-1|0.922251
64|-1|0.912662
34|-2|0.933156
39|-2|0.937931
33|-2|0.896356
35|-2|0.918186
36|-2|0.915476
37|-2|0.907832
58|-2|0.92627
38|-2|0.925526
46|-2|0.920939
43|-2|0.915119
48|-2|0.935128
50|-2|0.924082
41|-2|0.93795
45|-2|0.945466
55|-2|0.94101
57|-2|0.908505
49|-2|0.90682
59|-2|0.922626
56|-2|0.934771
42|-2|0.915223
40|-2|0.947953
44|-2|0.91811
54|-2|0.936621
60|-2|0.940218
51|-2|0.918135
53|-2|0.933549
52|-2|0.935453
47|-2|0.95369
61|-2|0.951467
62|-2|0.935756
63|-2|0.92695
64|-2|0.925227
34|-3|0.933902
39|-3|0.947609
35|-3|0.926044
33|-3|0.897692
36|-3|0.923786
48|-3|0.941507
50|-3|0.929547
46|-3|0.930085
58|-3|0.933705
41|-3|0.939629
45|-3|0.951514
37|-3|0.91205
43|-3|0.919664
55|-3|0.945525
38|-3|0.930791
59|-3|0.922494
49|-3|0.916734
57|-3|0.909538
56|-3|0.938845
44|-3|0.922118
42|-3|0.92695
51|-3|0.920598
40|-3|0.947781
52|-3|0.940156
53|-3|0.94022
54|-3|0.941282
47|-3|0.958551
60|-3|0.947711
63|-3|0.927881
62|-3|0.938131
61|-3|0.956448
64|-3|0.930428
34|-4|0.901384
39|-4|0.919688
35|-4|0.907387
33|-4|0.866891
50|-4|0.897085
45|-4|0.914096
58|-4|0.910729
43|-4|0.893485
36|-4|0.904598
46|-4|0.905872
41|-4|0.908099
48|-4|0.916399
59|-4|0.884826
37|-4|0.887313
55|-4|0.911867
57|-4|0.887092
49|-4|0.903628
44|-4|0.902021
42|-4|0.908072
56|-4|0.913894
53|-4|0.917899
52|-4|0.91397
40|-4|0.927103
38|-4|0.916449
51|-4|0.891351
47|-4|0.933635
54|-4|0.91616
62|-4|0.916332
61|-4|0.935032
60|-4|0.932496
63|-4|0.887959
64|-4|0.907917
34|-5|0.79551
39|-5|0.783379
35|-5|0.814533
33|-5|0.751615
45|-5|0.761199
58|-5|0.784709
36|-5|0.806548
41|-5|0.802011
50|-5|0.789253
49|-5|0.818039
43|-5|0.79644
59|-5|0.766615
46|-5|0.780273
37|-5|0.787654
55|-5|0.766589
56|-5|0.795848
57|-5|0.789192
51|-5|0.769618
44|-5|0.7871
48|-5|0.7905
53|-5|0.793912
38|-5|0.835166
52|-5|0.800583
40|-5|0.817116
54|-5|0.789802
42|-5|0.788601
62|-5|0.800741
47|-5|0.789709
60|-5|0.842119
61|-5|0.809227
63|-5|0.773799
64|-5|0.803465
39|-6|0.627262
34|-6|0.652988
33|-6|0.620636
35|-6|0.691819
45|-6|0.599918
50|-6|0.656628
58|-6|0.631849
36|-6|0.668121
41|-6|0.648365
59|-6|0.638344
49|-6|0.676385
43|-6|0.665242
46|-6|0.639844
37|-6|0.654355
57|-6|0.657082
53|-6|0.629017
56|-6|0.635773
51|-6|0.629016
52|-6|0.652052
44|-6|0.647624
55|-6|0.610546
38|-6|0.694329
48|-6|0.634993
54|-6|0.6248
42|-6|0.644673
40|-6|0.658517
47|-6|0.62149
62|-6|0.652218
63|-6|0.628619
61|-6|0.641896
60|-6|0.689002
64|-6|0.669851
39|-7|0.513635
34|-7|0.543464
33|-7|0.520479
35|-7|0.581934
50|-7|0.544187
41|-7|0.533778
59|-7|0.53012
45|-7|0.477357
58|-7|0.527028
36|-7|0.558551
49|-7|0.569032
43|-7|0.555513
46|-7|0.537406
37|-7|0.543991
51|-7|0.531222
57|-7|0.55365
53|-7|0.523321
38|-7|0.5874
52|-7|0.545368
56|-7|0.515245
44|-7|0.55087
55|-7|0.500495
42|-7|0.530391
48|-7|0.523584
62|-7|0.529898
54|-7|0.506278
63|-7|0.518189
61|-7|0.523177
40|-7|0.544147
47|-7|0.503402
60|-7|0.563975
64|-7|0.56204
