usr.stars|usr.count|usr.funny|usr.useful|usr.cool
0.0517549125173897|0.155912574720701|0.117556158698542|0.325736767741622|-0.156847328310393
0.0519061168637971|0.155915095545579|0.117785930818366|0.325889275699598|-0.157170990077651
0.0518562124742342|0.155707522166001|0.117322206960377|0.326319907407768|-0.156701323324277
0.0519546164063296|0.15587390069507|0.117898805518322|0.326086913631778|-0.157073260937408
0.0518717545420194|0.15591886927438|0.11760536791916|0.325273100652667|-0.156501356904092
0.0516879652475846|0.155314873116286|0.116847863169658|0.324818555699224|-0.153847581872136
0.0519609992494323|0.155975313301137|0.117814060930442|0.325679533232934|-0.15692127926823
0.0518205103656388|0.156003235916284|0.117528366492098|0.325389313304308|-0.15652431428052
0.0519251597835445|0.15602529929766|0.117678977299774|0.326035731455467|-0.157343226631443
0.0519388211350488|0.156044676783867|0.117707813819719|0.325183479551399|-0.156540162731826
0.0518430714992053|0.155946156129454|0.117773493351444|0.32567120386143|-0.156835358308629
0.0518028109904681|0.156005798238929|0.117677177042538|0.325268658841305|-0.156530980398462
0.0518573864250969|0.155701009973839|0.117495680892073|0.325604854429991|-0.156463536020702
0.0518289859139426|0.155997586223492|0.117917568261293|0.32556680496783|-0.157074743425849
0.0519606616680494|0.155966838363574|0.117643723880655|0.325051087494758|-0.156314301159005
0.051840599245372|0.155937031373043|0.11762413794351|0.324977952282123|-0.156191930509517
0.0516134867511033|0.15593272941839|0.117294587451867|0.324997055191833|-0.155756673688133
0.0519354494158754|0.156037269520988|0.117671821979933|0.325552708662393|-0.156911503152615
0.0517413723641944|0.156090222635187|0.117762712080973|0.325666158658765|-0.157023979063157
0.0518362135566091|0.155959005914516|0.11770068044162|0.325334869272599|-0.156668288648874
0.051934727058196|0.155674924067737|0.117527111294684|0.325652029709463|-0.156430292383279
0.0517273777640673|0.155821343278841|0.117574818059071|0.324782374406272|-0.155866702332597
0.05186798275359|0.155760583549455|0.117732625954106|0.325463217417534|-0.156631785987733
0.0519799670861236|0.155928862361435|0.118092516543106|0.326301705982311|-0.157699710582321
0.0518152333027361|0.155952130919735|0.117806829181232|0.325351643680312|-0.156818707411042
0.0518460457820279|0.155736490784756|0.117820724382157|0.326575760974634|-0.157404333983879
0.0517808343210924|0.15585451195849|0.117511864716839|0.325078440215381|-0.156128399449591
0.0520076016821194|0.155774328880697|0.118315611252641|0.325417804619558|-0.156924303828334
0.0519011304593096|0.155794633447682|0.117639316062543|0.326192775211431|-0.157066838845172
0.0518341148989486|0.155957057956351|0.117777821606858|0.325629001753929|-0.156845464525691
0.0517768977243837|0.155758120445029|0.117831086026807|0.325555789865614|-0.15671514329932
0.0517961881678886|0.15574536177349|0.117793518722583|0.326033057113071|-0.157197653844944
0.0517510089043411|0.155939040462313|0.117643698928104|0.325465462458521|-0.15680985961525
0.0517018635637941|0.155870077123559|0.117608665275386|0.325374257169194|-0.156338790186118
0.0517591061321556|0.15592781393833|0.11760752433923|0.325607543275992|-0.156805701923992
0.051708469997108|0.155772373267061|0.117870056334666|0.325208103352765|-0.156353931923803
0.0518148058414629|0.155893105247108|0.117722621853764|0.325175146907052|-0.15631763752506
0.051738145389994|0.155789133410738|0.117294352345036|0.325424574565046|-0.156063714307906
0.0520227958504457|0.155858433719414|0.117300141992121|0.325883517483067|-0.15634268954712
0.0519037022751525|0.156000985125245|0.117759016703322|0.325769410902492|-0.157079660755038
0.0518810854718193|0.155894085167391|0.117678094137297|0.325478956613709|-0.156688260093649
0.0518560289586539|0.156039694123103|0.117728407938675|0.325293621413126|-0.156723963694546
0.0519145335034066|0.155872306903423|0.11746327830861|0.325353101316983|-0.156199530259717
0.0518141667300386|0.155860379014441|0.117816437138691|0.325067020709787|-0.156347029812943
0.0519108793080502|0.155948608398424|0.117931078543506|0.325575774126386|-0.156993823309117
0.0518519107688734|0.155820524249015|0.117731791961455|0.325237348690579|-0.156378502630577
0.0519007438999283|0.155478416799576|0.119004041235166|0.325220946280526|-0.156688708187024
0.0517630982552091|0.155715272734429|0.117938337135042|0.325774020268671|-0.156724135277157
0.0518977012438555|0.155132724921707|0.11738872740105|0.325786649261409|-0.155276884995959
0.0520512893265336|0.155846614442724|0.117694378809778|0.32570259755846|-0.156746408941651
0.0518643497318192|0.156009879723579|0.117558388582544|0.325564575742654|-0.156739509278028
0.0518762060563497|0.155652513373057|0.11749847810095|0.325489429129807|-0.156118329676234
0.051797160921604|0.155924341064039|0.117539608712572|0.325734464353367|-0.156759723728478
0.051898315734485|0.155970874558147|0.117869283266512|0.325391358484357|-0.156758187062795
0.0517453483133002|0.15578363156888|0.117681017646765|0.325673364711866|-0.156551118768917
0.0519432486582654|0.155944288054755|0.117643762580904|0.325983679531377|-0.157079041896696
0.0519430338265497|0.156054591074934|0.117666096696987|0.325197546415186|-0.156585814673818
0.051970914162273|0.154691031713011|0.117964117775717|0.324385759309747|-0.153974213278217
0.0519286896641325|0.155750749491437|0.118075890315241|0.325879252172449|-0.157144104606446
0.0517961727049785|0.155797019815149|0.11741846778445|0.325836389763304|-0.156613794304488
0.0518576790685509|0.156043793412619|0.117729109969763|0.325515925374884|-0.156910927750577
0.0519086076034035|0.155857615591758|0.117570979002799|0.325085988063886|-0.156104044483121
0.0517894481647446|0.155802472712424|0.117801464299978|0.325293443914279|-0.156354164819296
