usr.stars|usr.count|usr.funny|usr.useful|usr.cool
0.0519372102467999|0.155846011258021|0.118114208778772|0.326455055367806|-0.157849639240599
0.0517820503628652|0.155939248046469|0.117609254659659|0.325148395823593|-0.156333688551999
0.0518193932507355|0.155946788602871|0.117672547491984|0.325594217349214|-0.156759599970945
0.051861828122677|0.155716378302918|0.117556418825948|0.325997503250841|-0.156703884629025
0.0516525348135179|0.15574641229821|0.117113588990102|0.325385463260788|-0.155598830987388
0.0517507509765076|0.155360437235199|0.117013663964159|0.324894656607655|-0.154623081937765
0.0519376854542264|0.155889047824691|0.117661723097351|0.325343011191244|-0.156645041337303
0.0519193254643079|0.155905658401365|0.117804032641457|0.325841881305459|-0.15712353847582
0.0517546138642851|0.156013299489052|0.117736491198591|0.325520774577613|-0.156884670177808
0.0518056294878429|0.154975244955744|0.116433669524757|0.326784635168258|-0.154518602588435
0.0519633445905989|0.155914449745992|0.117580038164077|0.325729198605518|-0.156919298844444
0.0518911904401823|0.156039286058406|0.11749099383534|0.325259219178954|-0.156372286052631
0.0518847543819162|0.155923090882284|0.117830438481369|0.325528612038824|-0.156950651035855
0.051839151092709|0.155856617420201|0.11747603417894|0.325311184851534|-0.156112037719534
0.0518057061698016|0.155933274053889|0.117686177706465|0.325115624975828|-0.156426849502582
0.0519679598610167|0.155929721455832|0.11788549177196|0.325751398477201|-0.156995100896379
0.0517861087574887|0.155878374465945|0.117760546050923|0.325748410215621|-0.156937546373185
0.0519364727817553|0.155859337913113|0.118097209115382|0.325041075737754|-0.156363091355599
0.0520035068131368|0.155930943596272|0.117767553382226|0.327118755796326|-0.15804769173127
0.051822212422716|0.156000759894361|0.117626420897295|0.325207457683727|-0.156515160326579
0.0520687757901693|0.155613205791192|0.117792360635751|0.326794672379741|-0.157433543010064
0.0518518280560195|0.156001328898445|0.118120186704446|0.325807693716517|-0.157288475767782
0.0519994464602619|0.155965437524158|0.117878603188149|0.325667261943169|-0.15708277732761
0.05191245763364|0.155950266901641|0.117715415948178|0.325997877961428|-0.157299269767198
0.0520793365216214|0.1557736408773|0.118314476733608|0.326337488552269|-0.157714171935062
0.0518332405513941|0.155941553865937|0.117479814662361|0.325563406058833|-0.156582300322371
0.0517418666306245|0.155852097004212|0.117453309013582|0.324964749906313|-0.155813907917372
0.0518874651962154|0.155809482805152|0.117751545380638|0.325687923235554|-0.156847944179814
0.0518134782779988|0.155772130758079|0.117420507597723|0.325266371161993|-0.155815291332807
0.0518350606854337|0.15584900556904|0.117952892636761|0.326480794994331|-0.157850738637376
0.0519223975384987|0.156042360066553|0.117694652041085|0.325194383660365|-0.156631768858904
0.0516809836206821|0.155911428035519|0.117512123985259|0.32578251165892|-0.156694838209812
0.051780958794088|0.15598672516346|0.117334580267938|0.325184244188568|-0.156114925660757
0.0519417943886798|0.15579746531323|0.117903841507833|0.325793417404486|-0.157021815545398
0.0519209862917033|0.15583566188971|0.117419296691478|0.325733810018744|-0.156663534813518
0.0518863772797558|0.155824216376416|0.117269477712816|0.325559922060285|-0.156196125568677
0.0518073957981761|0.155788043026784|0.117710758011589|0.325089338896561|-0.156234509489103
